Feature ID	Taxon
seq1756	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Parvimonas; micra
seq1757	none; none; none; none; none; none; none
seq1758	Eukaryota; none; none; none; none; none; none
seq1759	Eukaryota; none; none; none; none; none; none
seq1760	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; none
seq1761	none; none; none; none; none; none; none
seq1762	Eukaryota; none; none; none; none; none; none
seq1763	Eukaryota; none; none; none; none; none; none
seq1764	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1765	Eukaryota; none; none; none; none; none; none
seq1766	none; none; none; none; none; none; none
seq1767	Eukaryota; none; none; none; none; none; none
seq1768	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; luti
seq1769	Eukaryota; none; none; none; none; none; none
seq1770	Eukaryota; none; none; none; none; none; none
seq1771	Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae; Cloacibacillus; evryensis
seq1772	Eukaryota; none; none; none; none; none; none
seq1773	Eukaryota; none; none; none; none; none; none
seq1774	Eukaryota; none; none; none; none; none; none
seq1775	Eukaryota; none; none; none; none; none; none
seq1776	Eukaryota; none; none; none; none; none; none
seq1777	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-002; none
seq1778	none; none; none; none; none; none; none
seq1779	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1780	Eukaryota; none; none; none; none; none; none
seq1781	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1782	Eukaryota; none; none; none; none; none; none
seq1783	none; none; none; none; none; none; none
seq1784	Eukaryota; none; none; none; none; none; none
seq1785	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1786	Eukaryota; none; none; none; none; none; none
seq1787	Eukaryota; none; none; none; none; none; none
seq1788	none; none; none; none; none; none; none
seq1789	Eukaryota; none; none; none; none; none; none
seq1790	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1791	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_vadinBB60_group; none; none
seq1792	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq1793	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq1794	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; none
seq1795	none; none; none; none; none; none; none
seq1796	Eukaryota; none; none; none; none; none; none
seq1797	Eukaryota; none; none; none; none; none; none
seq1798	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq1799	Eukaryota; none; none; none; none; none; none
seq1800	none; none; none; none; none; none; none
seq1801	Eukaryota; none; none; none; none; none; none
seq1802	Eukaryota; none; none; none; none; none; none
seq1803	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1804	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq1805	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Marinifilaceae; Butyricimonas; faecihominis
seq1806	Eukaryota; none; none; none; none; none; none
seq1807	Eukaryota; none; none; none; none; none; none
seq1808	none; none; none; none; none; none; none
seq1809	Eukaryota; none; none; none; none; none; none
seq1810	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq1811	Eukaryota; none; none; none; none; none; none
seq1812	Eukaryota; none; none; none; none; none; none
seq1813	Eukaryota; none; none; none; none; none; none
seq1814	none; none; none; none; none; none; none
seq1815	Eukaryota; none; none; none; none; none; none
seq1816	Eukaryota; none; none; none; none; none; none
seq1817	Eukaryota; none; none; none; none; none; none
seq1818	Eukaryota; none; none; none; none; none; none
seq1819	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq1820	none; none; none; none; none; none; none
seq1821	Eukaryota; none; none; none; none; none; none
seq1822	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1823	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq1824	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; none; none
seq1825	Eukaryota; none; none; none; none; none; none
seq1826	Eukaryota; none; none; none; none; none; none
seq1827	none; none; none; none; none; none; none
seq1828	Eukaryota; none; none; none; none; none; none
seq1829	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1830	Eukaryota; none; none; none; none; none; none
seq1831	none; none; none; none; none; none; none
seq1832	Eukaryota; none; none; none; none; none; none
seq1833	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Butyricicoccus; none
seq1834	Eukaryota; none; none; none; none; none; none
seq1835	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq1836	none; none; none; none; none; none; none
seq1837	Eukaryota; none; none; none; none; none; none
seq1838	Eukaryota; none; none; none; none; none; none
seq1839	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq1840	Eukaryota; none; none; none; none; none; none
seq1841	Eukaryota; none; none; none; none; none; none
seq1842	Eukaryota; none; none; none; none; none; none
seq1843	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Butyricicoccus; desmolans
seq1844	none; none; none; none; none; none; none
seq1845	Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; none
seq1846	Eukaryota; none; none; none; none; none; none
seq1847	Eukaryota; none; none; none; none; none; none
seq1848	none; none; none; none; none; none; none
seq1849	Eukaryota; none; none; none; none; none; none
seq1850	none; none; none; none; none; none; none
seq1851	Eukaryota; none; none; none; none; none; none
seq1852	none; none; none; none; none; none; none
seq1853	Eukaryota; none; none; none; none; none; none
seq1854	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq1855	none; none; none; none; none; none; none
seq1856	Eukaryota; none; none; none; none; none; none
seq1857	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-009; none
seq1858	none; none; none; none; none; none; none
seq1859	Eukaryota; none; none; none; none; none; none
seq1860	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1861	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1862	none; none; none; none; none; none; none
seq1863	Eukaryota; none; none; none; none; none; none
seq1864	Eukaryota; none; none; none; none; none; none
seq1865	Eukaryota; none; none; none; none; none; none
seq1866	Eukaryota; none; none; none; none; none; none
seq1867	Eukaryota; none; none; none; none; none; none
seq1868	Eukaryota; none; none; none; none; none; none
seq1869	Eukaryota; none; none; none; none; none; none
seq1870	Eukaryota; none; none; none; none; none; none
seq1871	Eukaryota; none; none; none; none; none; none
seq1872	Eukaryota; none; none; none; none; none; none
seq1873	Eukaryota; none; none; none; none; none; none
seq1874	Eukaryota; none; none; none; none; none; none
seq1875	Eukaryota; none; none; none; none; none; none
seq1876	Eukaryota; none; none; none; none; none; none
seq1877	Eukaryota; none; none; none; none; none; none
seq1878	none; none; none; none; none; none; none
seq1879	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; none
seq1880	Eukaryota; none; none; none; none; none; none
seq1881	Bacteria; Acidobacteria; Subgroup_6; Unknown_Order; Unknown_Family; Luteitalea; none
seq1882	none; none; none; none; none; none; none
seq1883	none; none; none; none; none; none; none
seq1884	Eukaryota; none; none; none; none; none; none
seq1885	Eukaryota; none; none; none; none; none; none
seq1886	none; none; none; none; none; none; none
seq1887	none; none; none; none; none; none; none
seq1888	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_2; none
seq1889	Eukaryota; none; none; none; none; none; none
seq1890	none; none; none; none; none; none; none
seq1891	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; none
seq1892	Eukaryota; none; none; none; none; none; none
seq1893	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum; none
seq1894	Eukaryota; none; none; none; none; none; none
seq1895	none; none; none; none; none; none; none
seq1896	none; none; none; none; none; none; none
seq1897	none; none; none; none; none; none; none
seq1898	Eukaryota; none; none; none; none; none; none
seq1899	Eukaryota; none; none; none; none; none; none
seq1900	Eukaryota; none; none; none; none; none; none
seq1901	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum; none
seq1902	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq1903	Eukaryota; none; none; none; none; none; none
seq1904	Eukaryota; none; none; none; none; none; none
seq1905	Eukaryota; none; none; none; none; none; none
seq1906	Eukaryota; none; none; none; none; none; none
seq1907	Eukaryota; none; none; none; none; none; none
seq1908	none; none; none; none; none; none; none
seq1909	Eukaryota; none; none; none; none; none; none
seq1910	none; none; none; none; none; none; none
seq1911	Eukaryota; none; none; none; none; none; none
seq1912	Eukaryota; none; none; none; none; none; none
seq1913	Eukaryota; none; none; none; none; none; none
seq1914	Eukaryota; none; none; none; none; none; none
seq1915	Eukaryota; none; none; none; none; none; none
seq1916	Eukaryota; none; none; none; none; none; none
seq1917	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1918	Eukaryota; none; none; none; none; none; none
seq1919	Eukaryota; none; none; none; none; none; none
seq1920	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1921	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq1922	Eukaryota; none; none; none; none; none; none
seq1923	Eukaryota; none; none; none; none; none; none
seq1924	Eukaryota; none; none; none; none; none; none
seq1925	Eukaryota; none; none; none; none; none; none
seq1926	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq1927	Eukaryota; none; none; none; none; none; none
seq1928	Eukaryota; none; none; none; none; none; none
seq1929	none; none; none; none; none; none; none
seq1930	Eukaryota; none; none; none; none; none; none
seq1931	Eukaryota; none; none; none; none; none; none
seq1932	Eukaryota; none; none; none; none; none; none
seq1933	Eukaryota; none; none; none; none; none; none
seq1934	none; none; none; none; none; none; none
seq1935	Eukaryota; none; none; none; none; none; none
seq1936	Eukaryota; none; none; none; none; none; none
seq1937	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; none; none
seq1938	Eukaryota; none; none; none; none; none; none
seq1939	Eukaryota; none; none; none; none; none; none
seq1940	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; none
seq1941	none; none; none; none; none; none; none
seq1942	Eukaryota; none; none; none; none; none; none
seq1943	none; none; none; none; none; none; none
seq1944	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq1945	Eukaryota; none; none; none; none; none; none
seq1946	Eukaryota; none; none; none; none; none; none
seq1947	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq1948	none; none; none; none; none; none; none
seq1949	Eukaryota; none; none; none; none; none; none
seq1950	none; none; none; none; none; none; none
seq1951	none; none; none; none; none; none; none
seq1952	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Parasutterella; none
seq1953	Eukaryota; none; none; none; none; none; none
seq1954	Eukaryota; none; none; none; none; none; none
seq1955	Eukaryota; none; none; none; none; none; none
seq1956	none; none; none; none; none; none; none
seq1957	Eukaryota; none; none; none; none; none; none
seq1958	Eukaryota; none; none; none; none; none; none
seq1959	none; none; none; none; none; none; none
seq1960	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; none
seq1961	none; none; none; none; none; none; none
seq1962	none; none; none; none; none; none; none
seq1963	none; none; none; none; none; none; none
seq1964	Eukaryota; none; none; none; none; none; none
seq1965	none; none; none; none; none; none; none
seq1966	Eukaryota; none; none; none; none; none; none
seq1967	Eukaryota; none; none; none; none; none; none
seq1968	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; GCA-900066225; none
seq1969	none; none; none; none; none; none; none
seq1970	Eukaryota; none; none; none; none; none; none
seq1971	Eukaryota; none; none; none; none; none; none
seq1972	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq1973	Eukaryota; none; none; none; none; none; none
seq1974	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Marinifilaceae; Butyricimonas; none
seq1975	Eukaryota; none; none; none; none; none; none
seq1976	Eukaryota; none; none; none; none; none; none
seq1977	Eukaryota; none; none; none; none; none; none
seq1978	Eukaryota; none; none; none; none; none; none
seq1979	Eukaryota; none; none; none; none; none; none
seq1980	Eukaryota; none; none; none; none; none; none
seq1981	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq1982	Eukaryota; none; none; none; none; none; none
seq1983	Eukaryota; none; none; none; none; none; none
seq1984	Eukaryota; none; none; none; none; none; none
seq1985	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Marinifilaceae; Butyricimonas; none
seq1986	Eukaryota; none; none; none; none; none; none
seq1987	Eukaryota; none; none; none; none; none; none
seq1988	Eukaryota; none; none; none; none; none; none
seq1989	Eukaryota; none; none; none; none; none; none
seq1990	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Dialister; none
seq1991	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; none
seq1992	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq1993	none; none; none; none; none; none; none
seq1994	Eukaryota; none; none; none; none; none; none
seq1995	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; none
seq1996	none; none; none; none; none; none; none
